s1,s2
ROIs1970_fall_s1_19_p476.png,ROIs1970_fall_s2_19_p476.png
ROIs1970_fall_s1_113_p217.png,ROIs1970_fall_s2_113_p217.png
ROIs1970_fall_s1_19_p214.png,ROIs1970_fall_s2_19_p214.png
ROIs1970_fall_s1_29_p689.png,ROIs1970_fall_s2_29_p689.png
ROIs1868_summer_s1_59_p237.png,ROIs1868_summer_s2_59_p237.png
ROIs1868_summer_s1_59_p532.png,ROIs1868_summer_s2_59_p532.png
ROIs1970_fall_s1_19_p165.png,ROIs1970_fall_s2_19_p165.png
ROIs1970_fall_s1_19_p524.png,ROIs1970_fall_s2_19_p524.png
ROIs1970_fall_s1_133_p276.png,ROIs1970_fall_s2_133_p276.png
ROIs1970_fall_s1_113_p421.png,ROIs1970_fall_s2_113_p421.png
ROIs1970_fall_s1_19_p796.png,ROIs1970_fall_s2_19_p796.png
ROIs1868_summer_s1_59_p129.png,ROIs1868_summer_s2_59_p129.png
ROIs1868_summer_s1_59_p709.png,ROIs1868_summer_s2_59_p709.png
ROIs1970_fall_s1_29_p1018.png,ROIs1970_fall_s2_29_p1018.png
ROIs1970_fall_s1_29_p188.png,ROIs1970_fall_s2_29_p188.png
ROIs1970_fall_s1_19_p678.png,ROIs1970_fall_s2_19_p678.png
ROIs1970_fall_s1_113_p360.png,ROIs1970_fall_s2_113_p360.png
ROIs1970_fall_s1_19_p729.png,ROIs1970_fall_s2_19_p729.png
ROIs1970_fall_s1_29_p750.png,ROIs1970_fall_s2_29_p750.png
ROIs1970_fall_s1_19_p714.png,ROIs1970_fall_s2_19_p714.png
ROIs1970_fall_s1_19_p70.png,ROIs1970_fall_s2_19_p70.png
ROIs1970_fall_s1_113_p427.png,ROIs1970_fall_s2_113_p427.png
ROIs1970_fall_s1_115_p229.png,ROIs1970_fall_s2_115_p229.png
ROIs1970_fall_s1_113_p79.png,ROIs1970_fall_s2_113_p79.png
ROIs1970_fall_s1_29_p460.png,ROIs1970_fall_s2_29_p460.png
ROIs1970_fall_s1_19_p515.png,ROIs1970_fall_s2_19_p515.png
ROIs1868_summer_s1_59_p189.png,ROIs1868_summer_s2_59_p189.png
ROIs1970_fall_s1_113_p13.png,ROIs1970_fall_s2_113_p13.png
ROIs1970_fall_s1_113_p82.png,ROIs1970_fall_s2_113_p82.png
ROIs1970_fall_s1_19_p126.png,ROIs1970_fall_s2_19_p126.png
ROIs1970_fall_s1_133_p1025.png,ROIs1970_fall_s2_133_p1025.png
ROIs1868_summer_s1_59_p1297.png,ROIs1868_summer_s2_59_p1297.png
ROIs1868_summer_s1_59_p1134.png,ROIs1868_summer_s2_59_p1134.png
ROIs1970_fall_s1_113_p84.png,ROIs1970_fall_s2_113_p84.png
ROIs1970_fall_s1_29_p218.png,ROIs1970_fall_s2_29_p218.png
ROIs1970_fall_s1_29_p24.png,ROIs1970_fall_s2_29_p24.png
ROIs1868_summer_s1_59_p614.png,ROIs1868_summer_s2_59_p614.png
ROIs1970_fall_s1_113_p49.png,ROIs1970_fall_s2_113_p49.png
ROIs1868_summer_s1_59_p1220.png,ROIs1868_summer_s2_59_p1220.png
ROIs1970_fall_s1_29_p993.png,ROIs1970_fall_s2_29_p993.png
ROIs1970_fall_s1_19_p357.png,ROIs1970_fall_s2_19_p357.png
ROIs1970_fall_s1_19_p511.png,ROIs1970_fall_s2_19_p511.png
ROIs1970_fall_s1_19_p761.png,ROIs1970_fall_s2_19_p761.png
ROIs1970_fall_s1_113_p717.png,ROIs1970_fall_s2_113_p717.png
ROIs1868_summer_s1_59_p1228.png,ROIs1868_summer_s2_59_p1228.png
ROIs1970_fall_s1_29_p604.png,ROIs1970_fall_s2_29_p604.png
ROIs1970_fall_s1_29_p237.png,ROIs1970_fall_s2_29_p237.png
ROIs1970_fall_s1_133_p462.png,ROIs1970_fall_s2_133_p462.png
ROIs1970_fall_s1_133_p460.png,ROIs1970_fall_s2_133_p460.png
ROIs1970_fall_s1_133_p65.png,ROIs1970_fall_s2_133_p65.png
ROIs1868_summer_s1_59_p1037.png,ROIs1868_summer_s2_59_p1037.png
ROIs1970_fall_s1_133_p266.png,ROIs1970_fall_s2_133_p266.png
ROIs1970_fall_s1_19_p84.png,ROIs1970_fall_s2_19_p84.png
ROIs1970_fall_s1_133_p1190.png,ROIs1970_fall_s2_133_p1190.png
ROIs1970_fall_s1_115_p563.png,ROIs1970_fall_s2_115_p563.png
ROIs1970_fall_s1_29_p561.png,ROIs1970_fall_s2_29_p561.png
ROIs1970_fall_s1_19_p783.png,ROIs1970_fall_s2_19_p783.png
ROIs1970_fall_s1_113_p238.png,ROIs1970_fall_s2_113_p238.png
ROIs1970_fall_s1_29_p121.png,ROIs1970_fall_s2_29_p121.png
ROIs1970_fall_s1_19_p319.png,ROIs1970_fall_s2_19_p319.png
ROIs1970_fall_s1_113_p515.png,ROIs1970_fall_s2_113_p515.png
ROIs1970_fall_s1_113_p627.png,ROIs1970_fall_s2_113_p627.png
ROIs1970_fall_s1_113_p348.png,ROIs1970_fall_s2_113_p348.png
ROIs1970_fall_s1_19_p966.png,ROIs1970_fall_s2_19_p966.png
ROIs1868_summer_s1_59_p1049.png,ROIs1868_summer_s2_59_p1049.png
ROIs1868_summer_s1_59_p198.png,ROIs1868_summer_s2_59_p198.png
ROIs1868_summer_s1_59_p242.png,ROIs1868_summer_s2_59_p242.png
ROIs1970_fall_s1_29_p429.png,ROIs1970_fall_s2_29_p429.png
ROIs1868_summer_s1_59_p470.png,ROIs1868_summer_s2_59_p470.png
ROIs1970_fall_s1_29_p804.png,ROIs1970_fall_s2_29_p804.png
ROIs1970_fall_s1_133_p974.png,ROIs1970_fall_s2_133_p974.png
ROIs1868_summer_s1_59_p266.png,ROIs1868_summer_s2_59_p266.png
ROIs1970_fall_s1_29_p1012.png,ROIs1970_fall_s2_29_p1012.png
ROIs1868_summer_s1_59_p889.png,ROIs1868_summer_s2_59_p889.png
ROIs1868_summer_s1_59_p546.png,ROIs1868_summer_s2_59_p546.png
ROIs1868_summer_s1_59_p217.png,ROIs1868_summer_s2_59_p217.png
ROIs1970_fall_s1_113_p439.png,ROIs1970_fall_s2_113_p439.png
ROIs1970_fall_s1_29_p995.png,ROIs1970_fall_s2_29_p995.png
ROIs1970_fall_s1_113_p450.png,ROIs1970_fall_s2_113_p450.png
ROIs1970_fall_s1_29_p518.png,ROIs1970_fall_s2_29_p518.png
ROIs1868_summer_s1_59_p1227.png,ROIs1868_summer_s2_59_p1227.png
ROIs1868_summer_s1_59_p407.png,ROIs1868_summer_s2_59_p407.png
ROIs1970_fall_s1_113_p547.png,ROIs1970_fall_s2_113_p547.png
ROIs1970_fall_s1_29_p1104.png,ROIs1970_fall_s2_29_p1104.png
ROIs1970_fall_s1_19_p772.png,ROIs1970_fall_s2_19_p772.png
ROIs1868_summer_s1_59_p1372.png,ROIs1868_summer_s2_59_p1372.png
ROIs1970_fall_s1_19_p781.png,ROIs1970_fall_s2_19_p781.png
ROIs1868_summer_s1_59_p379.png,ROIs1868_summer_s2_59_p379.png
ROIs1970_fall_s1_29_p470.png,ROIs1970_fall_s2_29_p470.png
ROIs1970_fall_s1_113_p277.png,ROIs1970_fall_s2_113_p277.png
ROIs1970_fall_s1_19_p186.png,ROIs1970_fall_s2_19_p186.png
ROIs1970_fall_s1_29_p142.png,ROIs1970_fall_s2_29_p142.png
ROIs1868_summer_s1_59_p38.png,ROIs1868_summer_s2_59_p38.png
ROIs1868_summer_s1_59_p533.png,ROIs1868_summer_s2_59_p533.png
ROIs1868_summer_s1_59_p127.png,ROIs1868_summer_s2_59_p127.png
ROIs1970_fall_s1_113_p386.png,ROIs1970_fall_s2_113_p386.png
ROIs1868_summer_s1_59_p956.png,ROIs1868_summer_s2_59_p956.png
ROIs1970_fall_s1_19_p828.png,ROIs1970_fall_s2_19_p828.png
ROIs1970_fall_s1_19_p459.png,ROIs1970_fall_s2_19_p459.png
ROIs1970_fall_s1_113_p417.png,ROIs1970_fall_s2_113_p417.png
ROIs1970_fall_s1_19_p909.png,ROIs1970_fall_s2_19_p909.png
ROIs1868_summer_s1_59_p390.png,ROIs1868_summer_s2_59_p390.png
ROIs1970_fall_s1_19_p285.png,ROIs1970_fall_s2_19_p285.png
ROIs1970_fall_s1_29_p351.png,ROIs1970_fall_s2_29_p351.png
ROIs1970_fall_s1_113_p416.png,ROIs1970_fall_s2_113_p416.png
ROIs1970_fall_s1_19_p650.png,ROIs1970_fall_s2_19_p650.png
ROIs1970_fall_s1_113_p491.png,ROIs1970_fall_s2_113_p491.png
ROIs1970_fall_s1_113_p226.png,ROIs1970_fall_s2_113_p226.png
ROIs1868_summer_s1_59_p1001.png,ROIs1868_summer_s2_59_p1001.png
ROIs1970_fall_s1_29_p592.png,ROIs1970_fall_s2_29_p592.png
ROIs1970_fall_s1_113_p538.png,ROIs1970_fall_s2_113_p538.png
ROIs1970_fall_s1_113_p142.png,ROIs1970_fall_s2_113_p142.png
ROIs1970_fall_s1_113_p145.png,ROIs1970_fall_s2_113_p145.png
ROIs1970_fall_s1_19_p168.png,ROIs1970_fall_s2_19_p168.png
ROIs1868_summer_s1_59_p320.png,ROIs1868_summer_s2_59_p320.png
ROIs1970_fall_s1_29_p57.png,ROIs1970_fall_s2_29_p57.png
ROIs1868_summer_s1_59_p984.png,ROIs1868_summer_s2_59_p984.png
ROIs1970_fall_s1_133_p8.png,ROIs1970_fall_s2_133_p8.png
ROIs1868_summer_s1_59_p615.png,ROIs1868_summer_s2_59_p615.png
ROIs1970_fall_s1_19_p579.png,ROIs1970_fall_s2_19_p579.png
ROIs1970_fall_s1_113_p64.png,ROIs1970_fall_s2_113_p64.png
ROIs1970_fall_s1_113_p220.png,ROIs1970_fall_s2_113_p220.png
ROIs1970_fall_s1_113_p718.png,ROIs1970_fall_s2_113_p718.png
ROIs1970_fall_s1_19_p296.png,ROIs1970_fall_s2_19_p296.png
ROIs1970_fall_s1_19_p756.png,ROIs1970_fall_s2_19_p756.png
ROIs1970_fall_s1_19_p501.png,ROIs1970_fall_s2_19_p501.png
ROIs1970_fall_s1_113_p96.png,ROIs1970_fall_s2_113_p96.png
ROIs1868_summer_s1_59_p1136.png,ROIs1868_summer_s2_59_p1136.png
ROIs1970_fall_s1_29_p147.png,ROIs1970_fall_s2_29_p147.png
ROIs1970_fall_s1_19_p711.png,ROIs1970_fall_s2_19_p711.png
ROIs1868_summer_s1_59_p931.png,ROIs1868_summer_s2_59_p931.png
ROIs1970_fall_s1_113_p139.png,ROIs1970_fall_s2_113_p139.png
ROIs1970_fall_s1_133_p161.png,ROIs1970_fall_s2_133_p161.png
ROIs1970_fall_s1_19_p813.png,ROIs1970_fall_s2_19_p813.png
ROIs1970_fall_s1_29_p598.png,ROIs1970_fall_s2_29_p598.png
ROIs1970_fall_s1_29_p148.png,ROIs1970_fall_s2_29_p148.png
ROIs1970_fall_s1_113_p482.png,ROIs1970_fall_s2_113_p482.png
ROIs1868_summer_s1_59_p1329.png,ROIs1868_summer_s2_59_p1329.png
ROIs1970_fall_s1_133_p334.png,ROIs1970_fall_s2_133_p334.png
ROIs1970_fall_s1_29_p662.png,ROIs1970_fall_s2_29_p662.png
ROIs1970_fall_s1_19_p24.png,ROIs1970_fall_s2_19_p24.png
ROIs1868_summer_s1_59_p627.png,ROIs1868_summer_s2_59_p627.png
ROIs1970_fall_s1_115_p122.png,ROIs1970_fall_s2_115_p122.png
ROIs1970_fall_s1_19_p594.png,ROIs1970_fall_s2_19_p594.png
ROIs1868_summer_s1_59_p569.png,ROIs1868_summer_s2_59_p569.png
ROIs1970_fall_s1_113_p101.png,ROIs1970_fall_s2_113_p101.png
ROIs1868_summer_s1_59_p1079.png,ROIs1868_summer_s2_59_p1079.png
ROIs1868_summer_s1_59_p60.png,ROIs1868_summer_s2_59_p60.png
ROIs1970_fall_s1_113_p56.png,ROIs1970_fall_s2_113_p56.png
ROIs1970_fall_s1_29_p246.png,ROIs1970_fall_s2_29_p246.png
ROIs1970_fall_s1_19_p139.png,ROIs1970_fall_s2_19_p139.png
ROIs1970_fall_s1_19_p872.png,ROIs1970_fall_s2_19_p872.png
ROIs1970_fall_s1_19_p877.png,ROIs1970_fall_s2_19_p877.png
ROIs1868_summer_s1_59_p775.png,ROIs1868_summer_s2_59_p775.png
ROIs1970_fall_s1_29_p836.png,ROIs1970_fall_s2_29_p836.png
ROIs1970_fall_s1_115_p534.png,ROIs1970_fall_s2_115_p534.png
ROIs1868_summer_s1_59_p1187.png,ROIs1868_summer_s2_59_p1187.png
ROIs1868_summer_s1_59_p565.png,ROIs1868_summer_s2_59_p565.png
ROIs1868_summer_s1_59_p578.png,ROIs1868_summer_s2_59_p578.png
ROIs1970_fall_s1_29_p501.png,ROIs1970_fall_s2_29_p501.png
ROIs1868_summer_s1_59_p711.png,ROIs1868_summer_s2_59_p711.png
ROIs1970_fall_s1_19_p47.png,ROIs1970_fall_s2_19_p47.png
ROIs1970_fall_s1_19_p815.png,ROIs1970_fall_s2_19_p815.png
ROIs1868_summer_s1_59_p62.png,ROIs1868_summer_s2_59_p62.png
ROIs1868_summer_s1_59_p1175.png,ROIs1868_summer_s2_59_p1175.png
ROIs1970_fall_s1_29_p432.png,ROIs1970_fall_s2_29_p432.png
ROIs1868_summer_s1_59_p1046.png,ROIs1868_summer_s2_59_p1046.png
ROIs1970_fall_s1_113_p47.png,ROIs1970_fall_s2_113_p47.png
ROIs1970_fall_s1_19_p251.png,ROIs1970_fall_s2_19_p251.png
ROIs1970_fall_s1_29_p101.png,ROIs1970_fall_s2_29_p101.png
ROIs1868_summer_s1_59_p616.png,ROIs1868_summer_s2_59_p616.png
ROIs1868_summer_s1_59_p748.png,ROIs1868_summer_s2_59_p748.png
ROIs1970_fall_s1_19_p919.png,ROIs1970_fall_s2_19_p919.png
ROIs1970_fall_s1_19_p248.png,ROIs1970_fall_s2_19_p248.png
ROIs1868_summer_s1_59_p790.png,ROIs1868_summer_s2_59_p790.png
ROIs1970_fall_s1_19_p864.png,ROIs1970_fall_s2_19_p864.png
ROIs1970_fall_s1_29_p248.png,ROIs1970_fall_s2_29_p248.png
ROIs1970_fall_s1_19_p129.png,ROIs1970_fall_s2_19_p129.png
ROIs1970_fall_s1_29_p956.png,ROIs1970_fall_s2_29_p956.png
ROIs1970_fall_s1_113_p429.png,ROIs1970_fall_s2_113_p429.png
ROIs1970_fall_s1_19_p130.png,ROIs1970_fall_s2_19_p130.png
ROIs1868_summer_s1_59_p425.png,ROIs1868_summer_s2_59_p425.png
ROIs1970_fall_s1_29_p287.png,ROIs1970_fall_s2_29_p287.png
ROIs1970_fall_s1_113_p292.png,ROIs1970_fall_s2_113_p292.png
ROIs1970_fall_s1_19_p903.png,ROIs1970_fall_s2_19_p903.png
ROIs1970_fall_s1_115_p267.png,ROIs1970_fall_s2_115_p267.png
ROIs1970_fall_s1_29_p271.png,ROIs1970_fall_s2_29_p271.png
ROIs1970_fall_s1_19_p717.png,ROIs1970_fall_s2_19_p717.png
ROIs1970_fall_s1_113_p93.png,ROIs1970_fall_s2_113_p93.png
ROIs1868_summer_s1_59_p1311.png,ROIs1868_summer_s2_59_p1311.png
ROIs1970_fall_s1_19_p671.png,ROIs1970_fall_s2_19_p671.png
ROIs1970_fall_s1_133_p697.png,ROIs1970_fall_s2_133_p697.png
ROIs1970_fall_s1_19_p541.png,ROIs1970_fall_s2_19_p541.png
ROIs1868_summer_s1_59_p401.png,ROIs1868_summer_s2_59_p401.png
ROIs1868_summer_s1_59_p80.png,ROIs1868_summer_s2_59_p80.png
ROIs1868_summer_s1_59_p861.png,ROIs1868_summer_s2_59_p861.png
ROIs1868_summer_s1_59_p852.png,ROIs1868_summer_s2_59_p852.png
ROIs1970_fall_s1_29_p166.png,ROIs1970_fall_s2_29_p166.png
ROIs1970_fall_s1_133_p356.png,ROIs1970_fall_s2_133_p356.png
ROIs1970_fall_s1_29_p476.png,ROIs1970_fall_s2_29_p476.png
ROIs1868_summer_s1_59_p558.png,ROIs1868_summer_s2_59_p558.png
ROIs1868_summer_s1_59_p1279.png,ROIs1868_summer_s2_59_p1279.png
ROIs1868_summer_s1_59_p34.png,ROIs1868_summer_s2_59_p34.png
ROIs1868_summer_s1_59_p471.png,ROIs1868_summer_s2_59_p471.png
ROIs1868_summer_s1_59_p1332.png,ROIs1868_summer_s2_59_p1332.png
ROIs1970_fall_s1_29_p487.png,ROIs1970_fall_s2_29_p487.png
ROIs1970_fall_s1_113_p408.png,ROIs1970_fall_s2_113_p408.png
ROIs1970_fall_s1_113_p197.png,ROIs1970_fall_s2_113_p197.png
ROIs1970_fall_s1_113_p147.png,ROIs1970_fall_s2_113_p147.png
ROIs1868_summer_s1_59_p943.png,ROIs1868_summer_s2_59_p943.png
ROIs1970_fall_s1_113_p14.png,ROIs1970_fall_s2_113_p14.png
ROIs1970_fall_s1_29_p443.png,ROIs1970_fall_s2_29_p443.png
ROIs1970_fall_s1_19_p760.png,ROIs1970_fall_s2_19_p760.png
ROIs1868_summer_s1_59_p1264.png,ROIs1868_summer_s2_59_p1264.png
ROIs1970_fall_s1_29_p634.png,ROIs1970_fall_s2_29_p634.png
ROIs1868_summer_s1_59_p475.png,ROIs1868_summer_s2_59_p475.png
ROIs1868_summer_s1_59_p295.png,ROIs1868_summer_s2_59_p295.png
ROIs1970_fall_s1_113_p291.png,ROIs1970_fall_s2_113_p291.png
ROIs1970_fall_s1_29_p933.png,ROIs1970_fall_s2_29_p933.png
ROIs1970_fall_s1_29_p382.png,ROIs1970_fall_s2_29_p382.png
ROIs1868_summer_s1_59_p870.png,ROIs1868_summer_s2_59_p870.png
ROIs1868_summer_s1_59_p151.png,ROIs1868_summer_s2_59_p151.png
ROIs1970_fall_s1_29_p51.png,ROIs1970_fall_s2_29_p51.png
ROIs1970_fall_s1_29_p321.png,ROIs1970_fall_s2_29_p321.png
ROIs1868_summer_s1_59_p540.png,ROIs1868_summer_s2_59_p540.png
ROIs1970_fall_s1_29_p546.png,ROIs1970_fall_s2_29_p546.png
ROIs1970_fall_s1_115_p96.png,ROIs1970_fall_s2_115_p96.png
ROIs1970_fall_s1_19_p284.png,ROIs1970_fall_s2_19_p284.png
ROIs1868_summer_s1_59_p19.png,ROIs1868_summer_s2_59_p19.png
ROIs1970_fall_s1_29_p315.png,ROIs1970_fall_s2_29_p315.png
ROIs1868_summer_s1_59_p183.png,ROIs1868_summer_s2_59_p183.png
ROIs1970_fall_s1_29_p607.png,ROIs1970_fall_s2_29_p607.png
ROIs1970_fall_s1_29_p250.png,ROIs1970_fall_s2_29_p250.png
ROIs1970_fall_s1_115_p63.png,ROIs1970_fall_s2_115_p63.png
ROIs1868_summer_s1_59_p759.png,ROIs1868_summer_s2_59_p759.png
ROIs1868_summer_s1_59_p556.png,ROIs1868_summer_s2_59_p556.png
ROIs1868_summer_s1_59_p290.png,ROIs1868_summer_s2_59_p290.png
ROIs1970_fall_s1_19_p741.png,ROIs1970_fall_s2_19_p741.png
ROIs1970_fall_s1_113_p303.png,ROIs1970_fall_s2_113_p303.png
ROIs1868_summer_s1_59_p397.png,ROIs1868_summer_s2_59_p397.png
ROIs1970_fall_s1_29_p43.png,ROIs1970_fall_s2_29_p43.png
ROIs1970_fall_s1_19_p610.png,ROIs1970_fall_s2_19_p610.png
ROIs1970_fall_s1_133_p1127.png,ROIs1970_fall_s2_133_p1127.png
ROIs1868_summer_s1_59_p695.png,ROIs1868_summer_s2_59_p695.png
ROIs1868_summer_s1_59_p549.png,ROIs1868_summer_s2_59_p549.png
ROIs1970_fall_s1_19_p67.png,ROIs1970_fall_s2_19_p67.png
ROIs1970_fall_s1_133_p1066.png,ROIs1970_fall_s2_133_p1066.png
ROIs1970_fall_s1_19_p716.png,ROIs1970_fall_s2_19_p716.png
ROIs1970_fall_s1_29_p5.png,ROIs1970_fall_s2_29_p5.png
ROIs1970_fall_s1_113_p485.png,ROIs1970_fall_s2_113_p485.png
ROIs1970_fall_s1_19_p634.png,ROIs1970_fall_s2_19_p634.png
ROIs1970_fall_s1_19_p489.png,ROIs1970_fall_s2_19_p489.png
ROIs1970_fall_s1_113_p381.png,ROIs1970_fall_s2_113_p381.png
ROIs1970_fall_s1_29_p122.png,ROIs1970_fall_s2_29_p122.png
ROIs1970_fall_s1_29_p119.png,ROIs1970_fall_s2_29_p119.png
ROIs1970_fall_s1_113_p414.png,ROIs1970_fall_s2_113_p414.png
ROIs1970_fall_s1_19_p694.png,ROIs1970_fall_s2_19_p694.png
ROIs1970_fall_s1_113_p518.png,ROIs1970_fall_s2_113_p518.png
ROIs1970_fall_s1_113_p48.png,ROIs1970_fall_s2_113_p48.png
ROIs1970_fall_s1_19_p444.png,ROIs1970_fall_s2_19_p444.png
ROIs1970_fall_s1_19_p53.png,ROIs1970_fall_s2_19_p53.png
ROIs1970_fall_s1_133_p69.png,ROIs1970_fall_s2_133_p69.png
ROIs1970_fall_s1_29_p211.png,ROIs1970_fall_s2_29_p211.png
ROIs1970_fall_s1_113_p459.png,ROIs1970_fall_s2_113_p459.png
ROIs1970_fall_s1_29_p318.png,ROIs1970_fall_s2_29_p318.png
ROIs1970_fall_s1_19_p33.png,ROIs1970_fall_s2_19_p33.png
ROIs1970_fall_s1_113_p241.png,ROIs1970_fall_s2_113_p241.png
ROIs1868_summer_s1_59_p282.png,ROIs1868_summer_s2_59_p282.png
ROIs1970_fall_s1_29_p278.png,ROIs1970_fall_s2_29_p278.png
ROIs1868_summer_s1_59_p1362.png,ROIs1868_summer_s2_59_p1362.png
ROIs1970_fall_s1_133_p916.png,ROIs1970_fall_s2_133_p916.png
ROIs1868_summer_s1_59_p1147.png,ROIs1868_summer_s2_59_p1147.png
ROIs1868_summer_s1_59_p392.png,ROIs1868_summer_s2_59_p392.png
ROIs1868_summer_s1_59_p1242.png,ROIs1868_summer_s2_59_p1242.png
ROIs1970_fall_s1_113_p510.png,ROIs1970_fall_s2_113_p510.png
ROIs1970_fall_s1_19_p645.png,ROIs1970_fall_s2_19_p645.png
ROIs1970_fall_s1_19_p63.png,ROIs1970_fall_s2_19_p63.png
ROIs1970_fall_s1_19_p462.png,ROIs1970_fall_s2_19_p462.png
ROIs1868_summer_s1_59_p1082.png,ROIs1868_summer_s2_59_p1082.png
ROIs1868_summer_s1_59_p1000.png,ROIs1868_summer_s2_59_p1000.png
ROIs1970_fall_s1_133_p271.png,ROIs1970_fall_s2_133_p271.png
ROIs1868_summer_s1_59_p1084.png,ROIs1868_summer_s2_59_p1084.png
ROIs1970_fall_s1_133_p335.png,ROIs1970_fall_s2_133_p335.png
ROIs1970_fall_s1_29_p307.png,ROIs1970_fall_s2_29_p307.png
ROIs1970_fall_s1_133_p71.png,ROIs1970_fall_s2_133_p71.png
ROIs1868_summer_s1_59_p1128.png,ROIs1868_summer_s2_59_p1128.png
ROIs1970_fall_s1_29_p162.png,ROIs1970_fall_s2_29_p162.png
ROIs1868_summer_s1_59_p8.png,ROIs1868_summer_s2_59_p8.png
ROIs1970_fall_s1_19_p683.png,ROIs1970_fall_s2_19_p683.png
ROIs1868_summer_s1_59_p43.png,ROIs1868_summer_s2_59_p43.png
ROIs1868_summer_s1_59_p321.png,ROIs1868_summer_s2_59_p321.png
ROIs1868_summer_s1_59_p1236.png,ROIs1868_summer_s2_59_p1236.png
ROIs1970_fall_s1_29_p322.png,ROIs1970_fall_s2_29_p322.png
ROIs1970_fall_s1_113_p466.png,ROIs1970_fall_s2_113_p466.png
ROIs1868_summer_s1_59_p890.png,ROIs1868_summer_s2_59_p890.png
ROIs1970_fall_s1_113_p452.png,ROIs1970_fall_s2_113_p452.png
ROIs1868_summer_s1_59_p599.png,ROIs1868_summer_s2_59_p599.png
ROIs1970_fall_s1_29_p493.png,ROIs1970_fall_s2_29_p493.png
ROIs1970_fall_s1_115_p591.png,ROIs1970_fall_s2_115_p591.png
ROIs1970_fall_s1_29_p80.png,ROIs1970_fall_s2_29_p80.png
ROIs1970_fall_s1_113_p106.png,ROIs1970_fall_s2_113_p106.png
ROIs1970_fall_s1_113_p234.png,ROIs1970_fall_s2_113_p234.png
ROIs1970_fall_s1_19_p422.png,ROIs1970_fall_s2_19_p422.png
ROIs1970_fall_s1_29_p446.png,ROIs1970_fall_s2_29_p446.png
ROIs1868_summer_s1_59_p164.png,ROIs1868_summer_s2_59_p164.png
ROIs1868_summer_s1_59_p631.png,ROIs1868_summer_s2_59_p631.png
ROIs1970_fall_s1_113_p370.png,ROIs1970_fall_s2_113_p370.png
ROIs1970_fall_s1_19_p769.png,ROIs1970_fall_s2_19_p769.png
ROIs1970_fall_s1_19_p913.png,ROIs1970_fall_s2_19_p913.png
ROIs1868_summer_s1_59_p930.png,ROIs1868_summer_s2_59_p930.png
ROIs1868_summer_s1_59_p869.png,ROIs1868_summer_s2_59_p869.png
ROIs1970_fall_s1_19_p812.png,ROIs1970_fall_s2_19_p812.png
ROIs1970_fall_s1_133_p1006.png,ROIs1970_fall_s2_133_p1006.png
ROIs1868_summer_s1_59_p1044.png,ROIs1868_summer_s2_59_p1044.png
ROIs1868_summer_s1_59_p1119.png,ROIs1868_summer_s2_59_p1119.png
ROIs1970_fall_s1_115_p536.png,ROIs1970_fall_s2_115_p536.png
ROIs1970_fall_s1_113_p355.png,ROIs1970_fall_s2_113_p355.png
ROIs1868_summer_s1_59_p1320.png,ROIs1868_summer_s2_59_p1320.png
ROIs1970_fall_s1_113_p43.png,ROIs1970_fall_s2_113_p43.png
ROIs1970_fall_s1_19_p626.png,ROIs1970_fall_s2_19_p626.png
ROIs1970_fall_s1_29_p411.png,ROIs1970_fall_s2_29_p411.png
ROIs1970_fall_s1_19_p952.png,ROIs1970_fall_s2_19_p952.png
ROIs1970_fall_s1_29_p410.png,ROIs1970_fall_s2_29_p410.png
ROIs1970_fall_s1_29_p296.png,ROIs1970_fall_s2_29_p296.png
ROIs1970_fall_s1_19_p762.png,ROIs1970_fall_s2_19_p762.png
ROIs1970_fall_s1_29_p74.png,ROIs1970_fall_s2_29_p74.png
ROIs1970_fall_s1_19_p306.png,ROIs1970_fall_s2_19_p306.png
ROIs1970_fall_s1_19_p379.png,ROIs1970_fall_s2_19_p379.png
ROIs1970_fall_s1_113_p34.png,ROIs1970_fall_s2_113_p34.png
ROIs1970_fall_s1_19_p147.png,ROIs1970_fall_s2_19_p147.png
ROIs1868_summer_s1_59_p603.png,ROIs1868_summer_s2_59_p603.png
ROIs1868_summer_s1_59_p632.png,ROIs1868_summer_s2_59_p632.png
ROIs1970_fall_s1_19_p673.png,ROIs1970_fall_s2_19_p673.png
ROIs1970_fall_s1_19_p613.png,ROIs1970_fall_s2_19_p613.png
ROIs1868_summer_s1_59_p431.png,ROIs1868_summer_s2_59_p431.png
ROIs1868_summer_s1_59_p1397.png,ROIs1868_summer_s2_59_p1397.png
ROIs1970_fall_s1_113_p180.png,ROIs1970_fall_s2_113_p180.png
ROIs1868_summer_s1_59_p1209.png,ROIs1868_summer_s2_59_p1209.png
ROIs1970_fall_s1_19_p825.png,ROIs1970_fall_s2_19_p825.png
ROIs1868_summer_s1_59_p1092.png,ROIs1868_summer_s2_59_p1092.png
ROIs1970_fall_s1_19_p617.png,ROIs1970_fall_s2_19_p617.png
ROIs1970_fall_s1_29_p376.png,ROIs1970_fall_s2_29_p376.png
ROIs1868_summer_s1_59_p508.png,ROIs1868_summer_s2_59_p508.png
ROIs1970_fall_s1_29_p199.png,ROIs1970_fall_s2_29_p199.png
ROIs1868_summer_s1_59_p654.png,ROIs1868_summer_s2_59_p654.png
ROIs1970_fall_s1_29_p532.png,ROIs1970_fall_s2_29_p532.png
ROIs1868_summer_s1_59_p1075.png,ROIs1868_summer_s2_59_p1075.png
